NSLev1it,Lev1time,Lev2it,Lev2time,Lev3it,Lev3time
1,11,2.404717422874967,11,4.758713783750068,11,7.223479494250171
2,11,3.496402563749939,11,6.970069292874939,11,10.422071020624912
3,11,4.521561136375055,11,9.030148865125057,11,13.589181591250053
4,11,5.769568362624966,11,11.554586826250102,11,17.21091336337514
5,11,7.183065111625126,11,14.45274719087513,11,21.68725725000013
