NSLev1it,Lev1time,Lev2it,Lev2time,Lev3it,Lev3time
1,10,2.3150288521250104,10,4.505849091625009,10,6.701577292999957
2,10,3.2504205549998346,10,6.585131106249776,10,9.84906969762477
3,11,4.656664536499932,11,9.231910966499925,11,13.775911494624836
4,11,5.755593834124966,11,11.483124559249859,11,17.137762414499775
5,11,7.215569567124987,11,14.459613250249959,11,21.682613248999928
