NSLev1it,Lev1time,Lev2it,Lev2time,Lev3it,Lev3time
1,8,0.8357390000000464,8,1.6541663750000453,8,2.518700125000038
2,8,1.1633608750000235,8,2.300004250000029,8,3.4489610000000823
3,8,1.573379875000029,8,3.104489875000013,8,4.644137375000014
4,8,2.141881749999982,8,4.2804083750000075,8,6.440664374999983
5,8,2.8926684999999566,8,5.9840302499999325,8,8.90548574999994
