NS,1:1,1:8,2:1,2:8
1,0.3162277660168379,0.2896130863363793,0.20971883035581537,0.1719072201858574
2,0.24960901930441615,0.39810717055349715,0.21544346900318825,0.21544346900318825
3,0.2097188303558154,0.42019010972559684,0.21544346900318825,0.21544346900318825
4,0.2424462017082328,0.42671409285185613,0.20971883035581537,0.25929437974046665
5,0.2592943797404667,0.3681609617600466,0.20971883035581537,0.24960901930441604
